Title,Company,Location,Posted Date,Job Link,Description
Data Scientist,Whitespace,"Alexandria, VA",2025-04-17,https://www.linkedin.com/jobs/view/data-scientist-at-whitespace-4212333935?position=27&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=4fJ0x3ATog77kR74KfUarg%3D%3D,"At GeoDelphi Inc., we harness the power of commercial data to drive innovation and deliver cutting-edge solutions. As pioneers in the geospatial industry, our Agentic AI Platform, Iris, accelerates speed-to-answer with powerful analytics, high-cadence data feeds, and expert-machine teaming. Join us in transforming data into actionable intelligence that keeps pace with world events. Learn more about our mission at inthewhitespace.com.

We are seeking an experienced Data Scientist to deliver critical insights to our customer, TacSRT. The Tactical Surveillance, Reconnaissance, and Tracking (TacSRT) program leverages commercial satellite imagery and advanced analytics to provide timely situational awareness and operational planning products to combatant commanders. Your expertise will help support this mission by uncovering hidden activities within non-pixel data and delivering actionable information. Our ideal team member will have mathematical and statistical expertise as well as an inquisitive and creative mind. As you mine, interpret, and clean the data, we will rely on you to ask questions, connect the dots, and uncover opportunities for TacSRT and their mission. In this role, you will collaborate closely with the TacSRT team, contributing to a shared vision and making a tangible impact on national security and operational effectiveness.

Remote/Hybrid Work Arrangement:




There may be occasional weekend requests from the client. Our team member must be willing to be on call for weekend requirements.





























GeoDelphi, Inc. dba Whitespace is building an Agentic AI, Iris, for global leaders. Recognized as the most innovative company in the Geospatial Industry, Whitespace exponentially accelerates speed-to-answer with powerful analytics, high-cadence data feeds, and human expert-machine teaming. Our answers are rooted in truth data about human activity, delivering reliable decision advantage that keeps pace with world events. Whitespace is headquartered in Alexandria, Virginia. For further information, visit: http://www.inthewhitespace.com."
Junior Artificial Intelligence (AI) / Machine Learning (ML) Engineer,PingWind Inc. (SDVOSB),Washington DC-Baltimore Area,2025-04-16,https://www.linkedin.com/jobs/view/junior-artificial-intelligence-ai-machine-learning-ml-engineer-at-pingwind-inc-sdvosb-4211917486?position=28&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=Ku%2Fmix3OnFpW9z%2FV9jbqjw%3D%3D,"Location: Hybrid (some travel to Washington, DC area)

Work Type: Full-Time

About PingWind

PingWind is an SBA-certified Service-Disabled Veteran Owned Small Business (SDVOSB) delivering mission-critical technology solutions to federal government partners. We help clients secure information, modernize systems, and optimize performance through advanced technologies—including AI-driven operations and machine learning. Our team values innovation, teamwork, and a commitment to making a meaningful difference in the world. Join us to work with smart, dedicated individuals on important missions that shape the future.



We are seeking a highly motivated Junior AI/ML Engineer to join our growing team. In this role, you will contribute to the design, development, and deployment of machine learning models and AI solutions that support our clients’ digital transformation and automation initiatives. This is an excellent opportunity for early-career professionals eager to learn, grow, and make an impact in a collaborative, mission-driven environment.























PingWind is focused on delivering outstanding services to the federal government. We have extensive experience in the fields of cybersecurity, development, IT infrastructure, supply chain management and other professional services such as system design and continuous improvement. PingWind is an SBA certified Service-Disabled Veteran-Owned Small Business (SDVOSB) with offices in Northern Virginia and Huntsville AL. www.PingWind.com

Our benefits include:

Paid Federal Holidays

Robust Health & Dental Insurance Options

401k with matching

Paid vacation and sick leave

Continuing education assistance

Short Term / Long Term Disability & Life Insurance

Employee Assistance Program through Sun Life Financial EAP Guidance Resources

Veterans are encouraged to apply

PingWind, Inc. does not discriminate in employment opportunities, terms, and conditions of employment, or practices on the basis of race, age, gender, religious or political beliefs, national origin or heritage, disability, sexual orientation, or any characteristic protected by law."
Machine Learning Engineer,Meta,"New York, United States",2025-04-08,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-meta-4204529354?position=29&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=OqOksdH8L01JzThgaUt9Pg%3D%3D,"Meta is embarking on the most transformative change to its business and technology in company history, and our Machine Learning Engineers are at the forefront of this evolution. By leading crucial projects and initiatives that have never been done before, you have an opportunity to help us advance the way people connect around the world."
Entry-Level Data Scientist,Why Hiring,United States,2025-04-28,https://www.linkedin.com/jobs/view/entry-level-data-scientist-at-why-hiring-4216641184?position=30&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=h4UgG%2FqQQMIOLvEkH7FAbg%3D%3D,"At Why Hiring, we believe in the power of connecting talented individuals with incredible remote job opportunities. Our mission is to simplify the job search process and empower professionals to find fulfilling roles that align with their skills and passions, regardless of geographical constraints."
"Data Scientist, Anti-Fraud",Robinhood,"Menlo Park, CA",2025-04-23,https://www.linkedin.com/jobs/view/data-scientist-anti-fraud-at-robinhood-4213114552?position=31&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=3l7QV3VImPgfArwbmKF0EA%3D%3D,
"Data Scientist, Business Innovation - Commercial Data Science",Johnson & Johnson,"Titusville, NJ",2025-04-17,https://www.linkedin.com/jobs/view/data-scientist-business-innovation-commercial-data-science-at-johnson-johnson-4212114215?position=32&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=7MCL0zZAs4lb%2BsIOWGKCBQ%3D%3D,"At Johnson & Johnson, we believe health is everything. Our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal. Through our expertise in Innovative Medicine and MedTech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly impact health for humanity. Learn more at https://www.jnj.com



Data Analytics & Computational Sciences



Data Science



Scientific/Technology



Titusville, New Jersey, United States of America



We are searching for the best talent for a Data Scientist to be in Titusville, NJ.

Our expertise in Innovative Medicine is informed and inspired by patients, whose insights fuel our science-based advancements. Visionaries like you work on teams that save lives by developing the medicines of tomorrow.

Join us in developing treatments, finding cures, and groundbreaking the path from lab to life while championing patients every step of the way.

Learn more at https://www.jnj.com/innovative-medicine

is looking for an outstanding scientist who is passionate about crafting, developing, and fielding data science solutions that drive impact for patients and for Johnson & Johnson. There are many ways to explore and analyze data, and this powers the enthusiasm and passion of data scientists at J&J as many business units are eager to use the data to build business value.



This role is on the Business Innovation team. We work on the most pressing business priorities across J&J’s portfolio. As such, you will work on projects across commercial use cases, including but not limited to omnichannel sales and marketing, medical/science education initiatives, and post-prescription patient support programs. Additionally, you will have the opportunity to work on multiple Generative AI use cases such as agent systems and AI learning. This role needs someone who is passionate about staying on the cutting edge of artificial intelligence, data science, and advanced analytics research through novel project execution and development of algorithms that influence decisions at various levels in the organization. A “big picture” mentality and passion for impact is a must.

The role requires both a broad knowledge of existing AI-type algorithms and the ingenuity to invent and customize when necessary. You will collaborate and deliver projects and develop solutions that in turn deliver insights. There is a high focus on building strong inter-team relationships, networking with emotional intelligence to best meet business requirements while being flexible to unexpected changes. You will work with data translator teams, non-technical business partners, and highly technical development teams.

You will be a member of a highly collaborative and supportive team, which is part of a broader dynamic and accomplished organization that supports multiple therapeutic areas and commercial functions.

Come join us in our mission to transform the future of health!













Johnson & Johnson is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, disability, protected veteran status or other characteristics protected by federal, state or local law. We actively seek qualified candidates who are protected veterans and individuals with disabilities as defined under VEVRAA and Section 503 of the Rehabilitation Act.

Johnson and Johnson is committed to providing an interview process that is inclusive of our applicants’ needs. If you are an individual with a disability and would like to request an accommodation, please email the Employee Health Support Center (ra-employeehealthsup@its.jnj.com) or contact AskGS to be directed to your accommodation resource.

#JNJDataScience

#JNJIMCommercial-DS



The anticipated base pay range for this position is $105K to $169,050K



The Company maintains highly competitive, performance-based compensation programs. Under current guidelines, this position is eligible for an annual performance bonus in accordance with the terms of the applicable plan. The annual performance bonus is a cash bonus intended to provide an incentive to achieve annual targeted results by rewarding for individual and the corporation’s performance over a calendar/performance year. Bonuses are awarded at the Company’s discretion on an individual basis."
"Data Scientist, Analytics - Tiktok",TikTok,"San Jose, CA",2025-04-25,https://www.linkedin.com/jobs/view/data-scientist-analytics-tiktok-at-tiktok-4215143631?position=33&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=8BM2Td8by%2BKk0kcP8ILmyw%3D%3D,"Responsibilities
TikTok-Data Science team is responsible for all data science and analytics related work, cooperating with all key value chains in TikTok, including User Growth, PGC, Content Ecosystem, Social, Creation, Product Infrastructure, Research and Science etc. The goal of the team is to generate actionable insights from data and help the stakeholders to make the right decisions. Our main tasks include metrics defining, root cause analysis, experimentation methodology, feature/strategy evaluation and exploratory analysis to find more opportunities.

The primary role of a Data Scientist for our Data team is to conduct deep analysis into user behavior, product features and content ecosystem to generate business insights that could be applied to actionable improving initiatives. You will work closely with cross-function teams, such as Product Management, Research and Development, Machine Learning Engineering, to improve user experience and fulfill growth of TikTok in all different regions.

Responsibilities - What You'II Do
- Work with large and complex data to solve technical and statistical challenges, and drive business impact.
- Design metrics framework to measure product healthiness, keep tracking of core metrics and understand root causes of metric movements.
- Drive data informed decisions on experiment launches and rigorously measure the impact of product or technical changes.
- Validate hypotheses, identify product growth opportunities, and influence direction for improvement with analyses, experimentation or other scientific methods.
- Partner with engineers and product stakeholders to deliver product insights and strategy.


Minimum Qualifications
- Bachelor's degree in data science, statistics, econometrics, quantitative sociology or a related scientific major, with 2+ years of related work experience.
- Expertise in SQL and programming in Python or R.
- Strong analytical and causal reasoning mindset, and rigidity on statistical correctness.

Preferred Qualifications
- Strong communication and teamwork skills.
- Passion about social products and curiosity to deep dive.
- track record of driving business impact with data insights
- Master or Ph.D. Degree in a quantitative field


TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headquarters are in Los Angeles and Singapore, and we also have offices in New York City, London, Dublin, Paris, Berlin, Dubai, Jakarta, Seoul, and Tokyo.



Inspiring creativity is at the core of TikTok's mission. Our innovative product is built to help people authentically express themselves, discover and connect – and our global, diverse teams make that possible. Together, we create value for our communities, inspire creativity and bring joy - a mission we work towards every day.
We strive to do great things with great people. We lead with curiosity, humility, and a desire to make impact in a rapidly growing tech company. Every challenge is an opportunity to learn and innovate as one team. We're resilient and embrace challenges as they come. By constantly iterating and fostering an ""Always Day 1"" mindset, we achieve meaningful breakthroughs for ourselves, our company, and our users. When we create and grow together, the possibilities are limitless. Join us.

Diversity & Inclusion
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.



TikTok is committed to providing reasonable accommodations in our recruitment processes for candidates with disabilities, pregnancy, sincerely held religious beliefs or other reasons protected by applicable laws. If you need assistance or a reasonable accommodation, please reach out to us at https://tinyurl.com/RA-request



【For Pay Transparency】Compensation Description (Annually)
The base salary range for this position in the selected city is $144000 - $240000 annually.
Compensation may vary outside of this range depending on a number of factors, including a candidate’s qualifications, skills, competencies and experience, and location. Base pay is one part of the Total Package that is provided to compensate and recognize employees for their work, and this role may be eligible for additional discretionary bonuses/incentives, and restricted stock units.
Benefits may vary depending on the nature of employment and the country work location. Employees have day one access to medical, dental, and vision insurance, a 401(k) savings plan with company match, paid parental leave, short-term and long-term disability coverage, life insurance, wellbeing benefits, among others. Employees also receive 10 paid holidays per year, 10 paid sick days per year and 17 days of Paid Personal Time (prorated upon hire with increasing accruals by tenure).
The Company reserves the right to modify or change these benefits programs at any time, with or without notice.
For Los Angeles County (unincorporated) Candidates:
Qualified applicants with arrest or conviction records will be considered for employment in accordance with all federal, state, and local laws including the Los Angeles County Fair Chance Ordinance for Employers and the California Fair Chance Act. Our company believes that criminal history may have a direct, adverse and negative relationship on the following job duties, potentially resulting in the withdrawal of the conditional offer of employment:
1. Interacting and occasionally having unsupervised contact with internal/external clients and/or colleagues;
2. Appropriately handling and managing confidential information including proprietary and trade secret information and access to information technology systems; and
3. Exercising sound judgment."
Data Scientist,LTIMindtree,United States,2025-04-08,https://www.linkedin.com/jobs/view/data-scientist-at-ltimindtree-4202866253?position=34&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=D27WqLXUQUbks9IWOxi4iQ%3D%3D,"About Us:
LTIMindtree is a global technology consulting and digital solutions company that enables enterprises across industries to reimagine business models, accelerate innovation, and maximize growth by harnessing digital technologies. As a digital transformation partner to more than 700+ clients, LTIMindtree brings extensive domain and technology expertise to help drive superior competitive differentiation, customer experiences, and business outcomes in a converging world. Powered by nearly 90,000 talented and entrepreneurial professionals across more than 30 countries, LTIMindtree — a Larsen & Toubro Group company — combines the industry-acclaimed strengths of erstwhile Larsen and Toubro Infotech and Mindtree in solving the most complex business challenges and delivering transformation at scale. For more information, please visit www.ltimindtree.com."
Data Scientist (Junior),STI-TEC,"Arlington, VA",2025-04-17,https://www.linkedin.com/jobs/view/data-scientist-junior-at-sti-tec-4212516710?position=35&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=fyWGPKbixl%2Fz4FbcRKx5jw%3D%3D,"Solutions Through Innovative Technologies, Inc. (STI-TEC) specializes in the delivery of professional business and information management services. STI-TEC offers government and commercial clients a comprehensive portfolio of services that identify, manage, distribute and improve business processes related to entities’ most valued resource, information. As a fast-growing solutions provider, established in 2000, total customer satisfaction has remained the cornerstone of our business. Our business model focuses on integrity, loyalty, and trust.



The MCICOM G9 Installations Analytics Support Senior Data Engineer will support the G9’s Installation Analytics, Future Data Environment, and Common Output Levels of Service (COLS) program and to further develop an ecosystem in which data is collected, stored, and processed for strategic analysis supportive of the Installations portfolio. This will include, but is not limited to, leveraging technologies to periodically update, manage, and utilize data effectively to support strategic decisions.













Applicants selected may be subject to a U.S. Government security investigation and must meet eligibility requirements for access to classified information.STI-TEC is an equal opportunity employer. Employment is decided on the basis of qualifications, merit, and business need. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected Veteran status, gender identity and sexual orientation.This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, transfer, leaves of absence, compensation and training.If you need assistance or an accommodation due to a disability, you may contact us at HR@sti-tec.com or you may call us at 1+918.583.9900."
"Data Scientist, Sales",Moveworks,"Mountain View, CA",2025-04-08,https://www.linkedin.com/jobs/view/data-scientist-sales-at-moveworks-4204280456?position=36&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=VojRXDE9BmEah%2F60LkOHMg%3D%3D,"Location: Based in our Mountain View or San Francisco office. Hybrid 2-3x a week

In this role you’ll lead the full-stack Data Science function for all our Sales stakeholders as we grow Moveworks business from $100M to $1B ARR over the next few years. 


























Who We Are"
Machine Learning Engineer,Meta,"Seattle, WA",2025-04-08,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-meta-4204530306?position=37&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=A6twmUKt8TikNSbXoLPFUw%3D%3D,"Meta is embarking on the most transformative change to its business and technology in company history, and our Machine Learning Engineers are at the forefront of this evolution. By leading crucial projects and initiatives that have never been done before, you have an opportunity to help us advance the way people connect around the world."
Data Scientist,Largeton Group,"Sunnyvale, CA",2025-04-15,https://www.linkedin.com/jobs/view/data-scientist-at-largeton-group-4210911557?position=38&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=Isb%2B7qHKP3htu3a6eeL%2Bog%3D%3D,"Data Scientist - Sunnyvale, CA **URGENT NEED**

Hybrid - Sunnyvale, CA and Hoboken, NJ - local

Looking for a new Data Scientist for Breeze's team."
"Distinguished Data Scientist, ML/AI",LinkedIn,"Sunnyvale, CA",2025-04-16,https://www.linkedin.com/jobs/view/distinguished-data-scientist-ml-ai-at-linkedin-4210100992?position=39&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=sMTfkZAFGP%2B5g0Cbw2P3Vg%3D%3D,"Company Description
LinkedIn was built to help professionals achieve more in their careers, and every day millions of people use our products to make connections, discover opportunities, and gain insights. Our global reach means we get to make a direct impact on the world’s workforce in ways no other company can. We’re much more than a digital resume – we transform lives through innovative products and technology.

Searching for your dream job? At LinkedIn, we strive to help our employees find passion and purpose. Join us in changing the way the world works.

Technology leaders collaborate, maintain balance, commit and achieve results – all while upholding immense pride in their quality of work. Our leaders value their craft and inspire their team to do the same. They balance product and technology strategy to put members first. They are responsible for attracting, retaining, engaging and developing their teams while also leading and inspiring them to achieve the goals of LinkedIn. Engineering leaders are champions of LinkedIn to their coworkers, their networks and the tech community.

At LinkedIn, our approach to flexible work is centered on trust and optimized for culture, connection, clarity, and the evolving needs of our business. This role may be remote or hybrid. At LinkedIn, hybrid roles are performed both from home and from a LinkedIn office on select days, as determined by the business needs of the team. Remote roles are performed from the designated home work location upon time of hire, and any changes to this home work location requires a review of remote status and approval.

Job Description

LinkedIn is the largest professional social network in the world. With the increasing complexity and diversity of our ecosystem across B2B and B2C, we need a highly experienced and visionary Distinguished Scientist to drive our strategies across business and technology, including up-leveling experimentation rigor and velocity, understanding and quantifying complex cause and effect in the ecosystem, as well as demystifying the AI system to identify significant opportunities.

As a key leader in the organization, you will set a grand vision to connect the dots across marketplaces, shape Data Science tech roadmap, bring unparalleled expertise and strategic insights, influence the state of the art in the industry, and serve as an inspiring role model to grow future Data Science leaders.


Qualifications

Basic Qualifications:

PhD in a relevant field or related discipline (statistics, economics, computer science, math etc.), or equivalent research experience

10+ years of relevant work experience

Experience leading large-scaled technical projects with multiple stakeholders



Preferred Qualifications:

10+ years experience in driving complex experimentation/causal inference design, methodologies, machine learning and measurement at scale, with at least 5 of those years in a technical  leadership position
Experience in driving both B2B and B2C product and tech strategies and solving ambiguous business problems through analyzing and optimizing two-sided marketplace
Experience in driving large scale tech roadmap and partnering with horizontal platform teams to deliver high impact solutions
Experience of technical leadership guiding and mentoring data science, engineering, and operations talent
Experience leading high-impact, cross-company initiatives



Suggested Skills:
* Mentoring
* Technical Leadership
* ML/AI

LinkedIn is committed to fair and equitable compensation practices.
The pay range for this role is $238,000 to $390,000. Actual compensation packages are based on a wide array of factors unique to each candidate, including but not limited to skill set, years & depth of experience, certifications and specific office location. This may differ in other locations due to cost of labor considerations.
The total compensation package for this position may also include annual performance bonus, stock and benefits. For additional information, visit: https://careers.linkedin.com/benefits


Equal Opportunity Statement
We seek candidates with a wide range of perspectives and backgrounds and we are proud to be an equal opportunity employer. LinkedIn considers qualified applicants without regard to race, color, religion, creed, gender, national origin, age, disability, veteran status, marital status, pregnancy, sex, gender expression or identity, sexual orientation, citizenship, or any other legally protected class.

LinkedIn is committed to offering an inclusive and accessible experience for all job seekers, including individuals with disabilities. Our goal is to foster an inclusive and accessible workplace where everyone has the opportunity to be successful.

If you need a reasonable accommodation to search for a job opening, apply for a position, or participate in the interview process, connect with us at accommodations@linkedin.com and describe the specific accommodation requested for a disability-related limitation.

Reasonable accommodations are modifications or adjustments to the application or hiring process that would enable you to fully participate in that process. Examples of reasonable accommodations include but are not limited to:

-Documents in alternate formats or read aloud to you
-Having interviews in an accessible location
-Being accompanied by a service dog
-Having a sign language interpreter present for the interview

A request for an accommodation will be responded to within three business days. However, non-disability related requests, such as following up on an application, will not receive a response.

LinkedIn will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by LinkedIn, or (c) consistent with LinkedIn's legal duty to furnish information.

Pay Transparency Policy Statement
As a federal contractor, LinkedIn follows the Pay Transparency and non-discrimination provisions described at this link: https://lnkd.in/paytransparency.

Global Data Privacy Notice for Job Candidates
This document provides transparency around the way in which LinkedIn handles personal data of employees and job applicants: https://lnkd.in/GlobalDataPrivacyNotice"
AI/ML Researcher,Seer,San Francisco Bay Area,2025-04-16,https://www.linkedin.com/jobs/view/ai-ml-researcher-at-seer-4211740993?position=40&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=7bg0WxmcgqrJHjBIaS1lsA%3D%3D,"AI/ML Researcher

We are currently working with a Biotech Unicorn! Who are working on evolutionary technology at the interface of biology, engineering and chemistry to discover novel treatments for life-threatening diseases."
Jr. Data Scientist,Matlen Silver,United States,2025-04-16,https://www.linkedin.com/jobs/view/jr-data-scientist-at-matlen-silver-4211760489?position=41&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=2Q15MXYRjfzXJ35LkqOZbw%3D%3D,"Title: Junior Data Scientist
Contract Duration: 6+ months
Duration: 6+ months
Environment: REMOTE
Compensation: $62-$65/hour on W2"
Data Scientist,Discover International,New York City Metropolitan Area,2025-04-11,https://www.linkedin.com/jobs/view/data-scientist-at-discover-international-4206025572?position=42&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=okWbq5iZmZudF88wBnLdiA%3D%3D,"The ideal candidate will be well-versed in data science and biology or chemistry, working with cross-functional teams to gain insights from datasets that can be used to find cures for different diseases. A passion for working with data and coding in Python or other languages are essential to the role."
Data Scientist,EVONA,"Boston, MA",2025-04-10,https://www.linkedin.com/jobs/view/data-scientist-at-evona-4204946439?position=43&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=EV5nzrhjYQ%2FLydsjL5%2F6Aw%3D%3D,"East Coast – Remote.
Position Overview

Position Overview
We are seeking a talented and driven Data Scientist to join our innovative team. As a leader in geospatial analytics and environmental monitoring, our organization leverages cutting-edge technology and advanced data science to unlock insights about the Earth’s ecosystems. In this role, you will work on complex datasets, develop predictive models, and create solutions that empower clients to make informed decisions in addressing environmental challenges."
Data Scientist,MORSE Corp,Greater Boston,2025-04-21,https://www.linkedin.com/jobs/view/data-scientist-at-morse-corp-4210745148?position=44&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=di2jB9OyAVCB3rRxemmPVQ%3D%3D,"MORSE is searching for an experienced Data Scientist with expertise in data analysis, data science, and algorithm development in one or more of a variety of fields including visual classification, big data, natural language processing, machine translation, time sequenced data, and advanced metrics. You will be part of teams performing Test and Evaluation (T&E) of AI and machine learning models and algorithms to give national security customers insights into the capabilities of applying AI to solve real world problems.

Responsibilities:



Requirements:



MORSE is an innovative, employee-owned, tech company specializing in solving multi-disciplinary problems faced by the US National Security Ecosystem. Our specially selected team of engineers, software developers and scientists develop algorithms, software, and hardware in the domains of AI, Manned and Unmanned Vehicles, Mission Planning, and Warfighter Situational Awareness.

The team at MORSE takes pride in being the smart team that is easy to work with. We focus on steady, long-term success while maintaining a collaborative, enjoyable work experience for its employees. Our team values work-life balance through flexibility and other programs, along with a comprehensible benefits package for employees and families. For more information, please visit www.morsecorp.com."
Machine Learning Engineer,Fractal,San Francisco Bay Area,2025-04-17,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-fractal-4211123453?position=45&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=gFU9cR34D0Q%2FU7fBQ2shHQ%3D%3D,"Fractal Analytics is a strategic AI partner to Fortune 500 companies with a vision to power every human decision in the enterprise. Fractal is building a world where individual choices, freedom, and diversity are the greatest assets. An ecosystem where human imagination is at the heart of every decision. Where no possibility is written off, only challenged to get better. We believe that a true Fractalite empowers imagination with intelligence. And that it will be such Fractalites that will continue to build the company for the next 100 years."
Data Scientist,Spear AI,"Washington, DC",2025-04-22,https://www.linkedin.com/jobs/view/data-scientist-at-spear-ai-4214652838?position=46&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=z1HTid%2FPcQzeJFSjtXab%2BQ%3D%3D,"Data Scientist – Spear AI

Location: On-site, Washington, DC

Clearance Required: TS/SCI (active)

Full-time, salaried, benefits-eligible

About Spear AI:

Spear AI delivers cutting-edge artificial intelligence solutions tailored specifically for maritime defense and national security operations. Leveraging advanced data management, AI-driven decision intelligence software, and innovative sensor technologies, Spear AI provides mission-critical capabilities to government, defense, and intelligence customers. Founded by maritime and technology experts with extensive operational experience, Spear AI is positioned to be a leading provider of scalable, integrated AI solutions for defense applications.



Spear AI seeks a Data Scientist to advance applied machine learning and analytics within the an AI Task Force. This position blends technical expertise with mission-focused applications to deliver actionable intelligence.



Develop, validate, and deploy tailored machine learning models for national security missions.

Analyze extensive datasets to discover actionable insights and automation opportunities.

Collaborate closely with engineers and software teams to prototype and operationalize data solutions.

Optimize algorithms and validate model performance in secure, operational environments.



Active TS/SCI clearance.

3–7 years experience in data science, ideally within national security contexts.

Proficiency in Python and core data science tools (NumPy, pandas, scikit-learn, PyTorch/TensorFlow).

Experience operating within secure, classified computing environments.

Ability to convert ambiguous operational needs into structured analytic tasks.



Familiarity with DoD/IC data systems and security standards."
Senior Data Scientist,American Express,"New York, United States",2025-04-04,https://www.linkedin.com/jobs/view/senior-data-scientist-at-american-express-4199470200?position=47&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=F1I3GL72ToX6lsfV%2Fwn%2FaA%3D%3D,"Master’s degree in Data Science, Mathematics, Computer Science, Engineering, Information Systems, or related STEM fields
3+ years full lifecycle product development and engineering leadership in highly available, highly scalable, and high throughput systems"
